date,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,pressureError,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,precipAccumulation,precipType,cloudCoverError
2017-11-01T12:00:00Z,Clear throughout the day.,clear-day,2017-11-01T13:57:56Z,2017-11-02T00:24:51Z,0.41,0,0,NA,0,64.19,1509577200,51.07,1509627600,64.19,1509577200,51.07,1509627600,28.04,0.4,1010.58,NA,2.95,15.87,1509566400,195,0.07,3,1509562800,10,41.6,2017-11-01T11:00:00Z,64.19,2017-11-01T23:00:00Z,41.6,2017-11-01T11:00:00Z,64.19,2017-11-01T23:00:00Z,NA,NA,NA
2017-11-02T12:00:00Z,Partly cloudy in the afternoon.,partly-cloudy-day,2017-11-02T13:59:06Z,2017-11-03T00:23:41Z,0.44,0,0,NA,0,65.24,1509660000,52.63,1509717600,65.24,1509660000,52.63,1509717600,35.05,0.44,1009.59,NA,5.06,18.13,1509685200,189,0.15,3,1509645600,10,51.07,2017-11-02T13:00:00Z,65.24,2017-11-02T22:00:00Z,51.07,2017-11-02T13:00:00Z,65.24,2017-11-02T22:00:00Z,NA,NA,NA
2017-11-03T12:00:00Z,Mostly cloudy throughout the day.,partly-cloudy-day,2017-11-03T14:00:16Z,2017-11-04T00:22:33Z,0.48,0,0,NA,0,58.2,1509746400,50.92,1509786000,58.2,1509746400,50.92,1509786000,33.69,0.45,1011.42,NA,5.92,18.64,1509692400,183,0.68,3,1509735600,10,52.25,2017-11-04T05:00:00Z,58.2,2017-11-03T22:00:00Z,52.25,2017-11-04T05:00:00Z,58.2,2017-11-03T22:00:00Z,NA,NA,NA
2017-11-04T12:00:00Z,Mostly cloudy throughout the day.,partly-cloudy-day,2017-11-04T14:01:26Z,2017-11-05T00:21:27Z,0.52,0,0,NA,0,54.94,1509829200,41.73,1509890400,54.94,1509829200,41.73,1509890400,33.6,0.51,1009.74,NA,3.27,16.95,1509782400,204,0.75,3,1509822000,10,44.32,2017-11-05T05:00:00Z,54.94,2017-11-04T21:00:00Z,44.32,2017-11-05T05:00:00Z,54.94,2017-11-04T21:00:00Z,NA,NA,NA
2017-11-05T12:00:00Z,Mostly cloudy throughout the day.,partly-cloudy-day,2017-11-05T14:02:37Z,2017-11-06T00:20:22Z,0.56,0.0018,0.0104,2017-11-05T10:00:00Z,0.47,53.13,1509919200,40.49,1509969600,53.13,1509919200,40.49,1509969600,35.31,0.68,1012.12,NA,0.97,11.7,1509908400,206,0.95,3,1509908400,9.99,41.73,2017-11-05T14:00:00Z,53.13,2017-11-05T22:00:00Z,41.73,2017-11-05T14:00:00Z,53.13,2017-11-05T22:00:00Z,NA,rain,NA
2017-11-06T12:00:00Z,Mostly cloudy throughout the day.,partly-cloudy-day,2017-11-06T14:03:50Z,2017-11-07T00:19:16Z,0.59,1e-4,4e-4,2017-11-06T20:00:00Z,0.04,46.01,1510005600,33.71,1510063200,44.81,1510005600,33.71,1510063200,30.53,0.64,1017.25,NA,1.57,11.56,1509998400,323,0.9,3,1509994800,9.96,35.92,2017-11-07T06:00:00Z,46.01,2017-11-06T22:00:00Z,35.92,2017-11-07T06:00:00Z,44.81,2017-11-06T22:00:00Z,NA,rain,NA
2017-11-07T12:00:00Z,Mostly cloudy until afternoon.,partly-cloudy-day,2017-11-07T14:05:00Z,2017-11-08T00:18:14Z,0.63,0,0,NA,0,39.87,1510092000,26.4,1510142400,39.41,1510084800,26.4,1510142400,22.84,0.61,1025.45,NA,1.52,11.84,1510088400,336,0.67,2,1510077600,9.99,28.57,2017-11-08T06:00:00Z,39.87,2017-11-07T22:00:00Z,28.57,2017-11-08T06:00:00Z,39.41,2017-11-07T20:00:00Z,NA,NA,NA
2017-11-08T12:00:00Z,Clear throughout the day.,clear-day,2017-11-08T14:06:11Z,2017-11-09T00:17:14Z,0.67,0,0,NA,0,47.72,1510178400,35.88,1510214400,47.72,1510178400,35.88,1510214400,15.35,0.43,1025.16,NA,0.98,7.46,1510174800,165,0.02,3,1510164000,10,26.4,2017-11-08T12:00:00Z,47.72,2017-11-08T22:00:00Z,26.4,2017-11-08T12:00:00Z,47.72,2017-11-08T22:00:00Z,NA,NA,NA
2017-11-09T12:00:00Z,Clear throughout the day.,clear-day,2017-11-09T14:07:22Z,2017-11-10T00:16:15Z,0.71,0,0,NA,0,61.34,1510264800,45.06,1510322400,61.34,1510264800,45.06,1510322400,22.25,0.37,1017.98,62.88,2.56,14.38,1510264800,173,0.08,3,1510250400,10,35.88,2017-11-09T08:00:00Z,61.34,2017-11-09T22:00:00Z,35.88,2017-11-09T08:00:00Z,61.34,2017-11-09T22:00:00Z,NA,NA,NA
2017-11-10T12:00:00Z,Clear throughout the day.,clear-day,2017-11-10T14:08:32Z,2017-11-11T00:15:18Z,0.74,0,0,NA,0,56.32,1510347600,37.08,1510408800,56.32,1510347600,37.08,1510408800,25.73,0.4,1016.75,63.44,1.35,13.38,1510300800,185,0.05,3,1510336800,10,41.58,2017-11-11T06:00:00Z,56.32,2017-11-10T21:00:00Z,41.58,2017-11-11T06:00:00Z,56.32,2017-11-10T21:00:00Z,NA,NA,NA
2017-11-11T12:00:00Z,Partly cloudy in the morning.,partly-cloudy-night,2017-11-11T14:09:43Z,2017-11-12T00:14:23Z,0.78,0,0,NA,0,52.64,1510434000,34.66,1510480800,52.64,1510434000,34.66,1510480800,24.97,0.49,1021.23,64.11,0.18,10.56,1510430400,297,0.17,3,1510426800,10,37.08,2017-11-11T14:00:00Z,52.64,2017-11-11T21:00:00Z,37.08,2017-11-11T14:00:00Z,52.64,2017-11-11T21:00:00Z,NA,NA,NA
2017-11-12T12:00:00Z,Clear throughout the day.,clear-day,2017-11-12T14:10:54Z,2017-11-13T00:13:30Z,0.82,0,0,NA,0,55.45,1510520400,39.1,1510581600,55.45,1510520400,39.1,1510581600,20.83,0.4,1022.36,NA,1.39,9.75,1510549200,157,0.03,3,1510513200,10,34.66,2017-11-12T10:00:00Z,55.45,2017-11-12T21:00:00Z,34.66,2017-11-12T10:00:00Z,55.45,2017-11-12T21:00:00Z,NA,NA,NA
2017-11-13T12:00:00Z,Clear throughout the day.,clear-day,2017-11-13T14:12:04Z,2017-11-14T00:12:38Z,0.85,0,0,NA,0,64.08,1510606800,50.68,1510671600,64.08,1510606800,50.68,1510671600,18.55,0.29,1019.51,65.65,2.17,12.62,1510606800,177,0.02,3,1510599600,10,39.1,2017-11-13T14:00:00Z,64.08,2017-11-13T21:00:00Z,39.1,2017-11-13T14:00:00Z,64.08,2017-11-13T21:00:00Z,NA,NA,NA
2017-11-14T12:00:00Z,Mostly cloudy in the morning.,partly-cloudy-day,2017-11-14T14:13:14Z,2017-11-15T00:11:49Z,0.88,0,0,NA,0,55.55,1510693200,38.06,1510743600,55.55,1510693200,38.06,1510743600,21.77,0.34,1019.85,66.31,0.96,15.88,1510686000,262,0.16,3,1510686000,10,40.01,2017-11-15T06:00:00Z,55.55,2017-11-14T21:00:00Z,40.01,2017-11-15T06:00:00Z,55.55,2017-11-14T21:00:00Z,NA,NA,NA
2017-11-15T12:00:00Z,Partly cloudy until afternoon.,partly-cloudy-day,2017-11-15T14:14:24Z,2017-11-16T00:11:01Z,0.92,0,0,NA,0,59.31,1510786800,51.87,1510801200,59.31,1510786800,51.87,1510801200,22.7,0.39,1019.88,67.24,2.47,15.61,1510812000,173,0.21,3,1510772400,10,38.06,2017-11-15T11:00:00Z,59.31,2017-11-15T23:00:00Z,38.06,2017-11-15T11:00:00Z,59.31,2017-11-15T23:00:00Z,NA,NA,NA
2017-11-16T12:00:00Z,Mostly cloudy throughout the day.,partly-cloudy-day,2017-11-16T14:15:34Z,2017-11-17T00:10:14Z,0.95,0,0,NA,0,59.77,1510873200,46.61,1510930800,59.77,1510873200,46.61,1510930800,26.7,0.32,1011.29,NA,6.45,19.73,1510855200,186,0.68,2,1510855200,9.95,53.13,2017-11-16T11:00:00Z,59.77,2017-11-16T23:00:00Z,53.13,2017-11-16T11:00:00Z,59.77,2017-11-16T23:00:00Z,NA,NA,NA
2017-11-17T12:00:00Z,Mixed precipitation in the afternoon.,rain,2017-11-17T14:16:44Z,2017-11-18T00:09:30Z,0.98,0.0071,0.0441,2017-11-17T19:00:00Z,0.58,48.66,1510927200,24.71,1511013600,47.51,1510927200,24.71,1511013600,30.42,0.63,1011.6,NA,3.11,20.67,1510952400,278,0.87,2,1510941600,8.95,30.8,2017-11-18T06:00:00Z,55.4,2017-11-17T07:00:00Z,27.36,2017-11-18T04:00:00Z,55.4,2017-11-17T07:00:00Z,NA,rain,NA
2017-11-18T12:00:00Z,Partly cloudy in the morning.,partly-cloudy-night,2017-11-18T14:17:53Z,2017-11-19T00:08:48Z,0.02,3e-4,0.0018,2017-11-18T19:00:00Z,0.13,40.28,1511042400,29.14,1511082000,40.28,1511042400,29.14,1511082000,17.68,0.56,1031.76,NA,0.79,6.74,1511035200,182,0.07,3,1511031600,10,24.71,2017-11-18T14:00:00Z,40.28,2017-11-18T22:00:00Z,24.71,2017-11-18T14:00:00Z,40.28,2017-11-18T22:00:00Z,0.024,snow,NA
2017-11-19T12:00:00Z,Clear throughout the day.,clear-day,2017-11-19T14:19:02Z,2017-11-20T00:08:08Z,0.04,0,3e-4,2017-11-19T21:00:00Z,0,48.59,1511128800,37.04,1511161200,48.59,1511128800,37.04,1511161200,16.69,0.44,1025.18,NA,1.35,8.1,1511150400,180,0.04,3,1511118000,10,29.14,2017-11-19T09:00:00Z,48.59,2017-11-19T22:00:00Z,29.14,2017-11-19T09:00:00Z,48.59,2017-11-19T22:00:00Z,NA,NA,NA
2017-11-20T12:00:00Z,Mostly cloudy throughout the day.,partly-cloudy-night,2017-11-20T14:20:10Z,2017-11-21T00:07:29Z,0.07,0,0,NA,0,50.5,1511208000,45.48,1511269200,50.5,1511208000,45.48,1511269200,21.75,0.41,1020.22,NA,1.15,11.43,1511215200,204,0.58,2,1511200800,10,37.04,2017-11-20T07:00:00Z,50.5,2017-11-20T20:00:00Z,37.04,2017-11-20T07:00:00Z,50.5,2017-11-20T20:00:00Z,NA,NA,NA
2017-11-21T12:00:00Z,Mostly cloudy until afternoon.,partly-cloudy-day,2017-11-21T14:21:18Z,2017-11-22T00:06:53Z,0.1,0,0,NA,0,59.44,1511301600,44.27,1511362800,59.44,1511301600,44.27,1511362800,33.23,0.52,1023.82,NA,0.73,8.21,1511247600,241,0.54,2,1511287200,10,45.48,2017-11-21T13:00:00Z,59.44,2017-11-21T22:00:00Z,45.48,2017-11-21T13:00:00Z,59.44,2017-11-21T22:00:00Z,NA,NA,NA
2017-11-22T12:00:00Z,Partly cloudy in the morning.,partly-cloudy-day,2017-11-22T14:22:26Z,2017-11-23T00:06:18Z,0.13,0,0,NA,0,62.54,1511388000,46.22,1511442000,62.54,1511388000,46.22,1511442000,36.43,0.57,1024.86,71.71,0.67,7.7,1511362800,188,0.17,2,1511373600,10,44.27,2017-11-22T15:00:00Z,62.54,2017-11-22T22:00:00Z,44.27,2017-11-22T15:00:00Z,62.54,2017-11-22T22:00:00Z,NA,NA,NA
2017-11-23T12:00:00Z,Mostly cloudy in the morning.,partly-cloudy-day,2017-11-23T14:23:33Z,2017-11-24T00:05:46Z,0.16,0,0,NA,0,63.36,1511470800,52.37,1511532000,63.36,1511470800,52.37,1511532000,34.93,0.5,1021.82,72.27,1.59,10.34,1511467200,186,0.22,2,1511460000,9.83,46.22,2017-11-23T13:00:00Z,63.36,2017-11-23T21:00:00Z,46.22,2017-11-23T13:00:00Z,63.36,2017-11-23T21:00:00Z,NA,NA,NA
2017-11-24T12:00:00Z,Partly cloudy until evening.,partly-cloudy-day,2017-11-24T14:24:39Z,2017-11-25T00:05:15Z,0.19,0,0,NA,0,60.48,1511553600,40.12,1511618400,60.48,1511553600,40.12,1511618400,31.98,0.44,1017.95,NA,1.14,17.17,1511553600,285,0.32,2,1511546400,10,45.69,2017-11-25T06:00:00Z,60.48,2017-11-24T20:00:00Z,45.69,2017-11-25T06:00:00Z,60.48,2017-11-24T20:00:00Z,NA,NA,NA
2017-11-25T12:00:00Z,Clear throughout the day.,clear-day,2017-11-25T14:25:45Z,2017-11-26T00:04:47Z,0.22,0,0,NA,0,58.59,1511647200,47.22,1511701200,58.59,1511647200,47.08,1511704800,28.53,0.46,1022.67,73.45,1,8.75,1511676000,182,0.09,2,1511632800,10,40.12,2017-11-25T14:00:00Z,58.59,2017-11-25T22:00:00Z,40.12,2017-11-25T14:00:00Z,58.59,2017-11-25T22:00:00Z,NA,NA,NA
2017-11-26T12:00:00Z,Partly cloudy in the afternoon.,partly-cloudy-day,2017-11-26T14:26:49Z,2017-11-27T00:04:21Z,0.26,0,0,NA,0,64.85,1511737200,57.66,1511787600,64.85,1511737200,57.66,1511787600,24.46,0.3,1019.97,73.97,4.11,18.89,1511762400,168,0.12,2,1511719200,10,47.22,2017-11-26T13:00:00Z,64.85,2017-11-26T23:00:00Z,47.08,2017-11-26T14:00:00Z,64.85,2017-11-26T23:00:00Z,NA,NA,NA
2017-11-27T12:00:00Z,Mostly cloudy throughout the day.,partly-cloudy-night,2017-11-27T14:27:53Z,2017-11-28T00:03:57Z,0.29,8e-4,0.0086,2017-11-28T00:00:00Z,0.28,61.52,1511805600,31.31,1511881200,61.52,1511805600,31.31,1511881200,25.2,0.42,1012.1,NA,2.16,25.1,1511812800,211,0.48,2,1511805600,9.78,38.39,2017-11-28T06:00:00Z,61.52,2017-11-27T18:00:00Z,36.15,2017-11-28T06:00:00Z,61.52,2017-11-27T18:00:00Z,NA,rain,NA
2017-11-28T12:00:00Z,Clear throughout the day.,clear-day,2017-11-28T14:28:57Z,2017-11-29T00:03:35Z,0.32,0,0,NA,0,47.05,1511906400,33.52,1511967600,47.05,1511906400,33.52,1511967600,23.44,0.55,1022.8,NA,0.64,10.84,1511852400,178,0.1,2,1511892000,10,31.31,2017-11-28T15:00:00Z,47.05,2017-11-28T22:00:00Z,31.31,2017-11-28T15:00:00Z,47.05,2017-11-28T22:00:00Z,NA,NA,NA
2017-11-29T12:00:00Z,Clear throughout the day.,clear-day,2017-11-29T14:29:59Z,2017-11-30T00:03:15Z,0.36,0,0,NA,0,47.29,1511989200,31.56,1512050400,47.29,1511989200,31.56,1512050400,23.94,0.55,1025.95,NA,0.44,9.8,1511982000,263,0.02,2,1511978400,10,33.52,2017-11-29T15:00:00Z,47.29,2017-11-29T21:00:00Z,33.52,2017-11-29T15:00:00Z,47.29,2017-11-29T21:00:00Z,NA,NA,NA
2017-11-30T12:00:00Z,Partly cloudy in the morning.,partly-cloudy-night,2017-11-30T14:31:00Z,2017-12-01T00:02:57Z,0.39,0,3e-4,2017-11-30T18:00:00Z,0,50.37,1512079200,37.2,1512140400,50.37,1512079200,37.2,1512140400,22.38,0.52,1023.74,76.19,1.2,9.56,1512075600,193,0.04,2,1512064800,10,31.56,2017-11-30T14:00:00Z,50.37,2017-11-30T22:00:00Z,31.56,2017-11-30T14:00:00Z,50.37,2017-11-30T22:00:00Z,NA,NA,NA
2017-12-01T12:00:00Z,Mostly cloudy throughout the day.,partly-cloudy-day,2017-12-01T14:32:01Z,2017-12-02T00:02:42Z,0.43,0,0,NA,0,49.02,1512162000,34.7,1512219600,49.02,1512162000,34.7,1512219600,27.24,0.57,1022.11,NA,0.88,7.74,1512126000,210,0.56,2,1512151200,10,37.2,2017-12-01T15:00:00Z,49.02,2017-12-01T21:00:00Z,37.2,2017-12-01T15:00:00Z,49.02,2017-12-01T21:00:00Z,NA,NA,NA
2017-12-02T12:00:00Z,Clear throughout the day.,clear-day,2017-12-02T14:33:00Z,2017-12-03T00:02:29Z,0.46,0,0,NA,0,56.73,1512252000,47.91,1512270000,56.73,1512252000,47.11,1512270000,25.74,0.48,1021.47,77.16,2.58,13.77,1512280800,182,0.09,2,1512237600,10,34.7,2017-12-02T13:00:00Z,56.73,2017-12-02T22:00:00Z,34.7,2017-12-02T13:00:00Z,56.73,2017-12-02T22:00:00Z,NA,NA,NA
2017-12-03T12:00:00Z,Mostly cloudy throughout the day.,partly-cloudy-night,2017-12-03T14:33:58Z,2017-12-04T00:02:18Z,0.51,0,0,NA,0,57.77,1512331200,26.78,1512399600,57.77,1512331200,23.48,1512370800,22.62,0.41,1011.83,NA,4.77,29.21,1512338400,214,0.55,2,1512324000,9.68,29.86,2017-12-04T06:00:00Z,57.77,2017-12-03T20:00:00Z,24.48,2017-12-04T05:00:00Z,57.77,2017-12-03T20:00:00Z,NA,NA,NA
2017-12-04T12:00:00Z,Mostly cloudy until evening.,partly-cloudy-day,2017-12-04T14:34:55Z,2017-12-05T00:02:09Z,0.54,2e-4,0.0019,2017-12-04T22:00:00Z,0.16,31.53,1512424800,19,1512482400,29.83,1512410400,19,1512482400,17.03,0.63,1026.03,NA,2.24,14.93,1512370800,306,0.75,2,1512414000,9.44,22.26,2017-12-05T06:00:00Z,31.53,2017-12-04T22:00:00Z,22.26,2017-12-05T06:00:00Z,29.83,2017-12-04T18:00:00Z,0.043,snow,NA
2017-12-05T12:00:00Z,Clear throughout the day.,clear-day,2017-12-05T14:35:51Z,2017-12-06T00:02:02Z,0.58,1e-4,7e-4,2017-12-05T22:00:00Z,0.1,34.7,1512507600,19.69,1512572400,34.7,1512507600,19.69,1512572400,12.83,0.58,1034.62,NA,0.63,8.7,1512514800,355,0,2,1512496800,9.99,19,2017-12-05T14:00:00Z,34.7,2017-12-05T21:00:00Z,19,2017-12-05T14:00:00Z,34.7,2017-12-05T21:00:00Z,0.021,snow,NA
2017-12-06T12:00:00Z,Partly cloudy overnight.,partly-cloudy-night,2017-12-06T14:36:45Z,2017-12-07T00:01:57Z,0.62,0,3e-4,2017-12-06T22:00:00Z,0,33.2,1512597600,21.54,1512655200,33.2,1512597600,21.54,1512655200,13.36,0.59,1035.27,NA,1.51,10.83,1512590400,359,0.03,2,1512583200,10,19.69,2017-12-06T15:00:00Z,33.2,2017-12-06T22:00:00Z,19.69,2017-12-06T15:00:00Z,33.2,2017-12-06T22:00:00Z,NA,NA,NA
2017-12-07T12:00:00Z,Mostly cloudy in the morning.,partly-cloudy-night,2017-12-07T14:37:39Z,2017-12-08T00:01:55Z,0.65,0,0,NA,0,36.45,1512684000,23.22,1512745200,36.45,1512684000,23.22,1512745200,12.66,0.53,1038.21,NA,0.56,9.12,1512684000,324,0.19,2,1512669600,10,21.54,2017-12-07T14:00:00Z,36.45,2017-12-07T22:00:00Z,21.54,2017-12-07T14:00:00Z,36.45,2017-12-07T22:00:00Z,NA,NA,NA
2017-12-08T12:00:00Z,Clear throughout the day.,clear-day,2017-12-08T14:38:30Z,2017-12-09T00:01:55Z,0.69,0,0,NA,0,40,1512770400,25.35,1512824400,40,1512770400,25.35,1512824400,13.24,0.49,1038.25,NA,0.65,8.08,1512774000,353,0.04,2,1512756000,10,23.22,2017-12-08T15:00:00Z,40,2017-12-08T22:00:00Z,23.22,2017-12-08T15:00:00Z,40,2017-12-08T22:00:00Z,NA,NA,NA
2017-12-09T12:00:00Z,Clear throughout the day.,clear-day,2017-12-09T14:39:21Z,2017-12-10T00:01:57Z,0.73,0,0,NA,0,42.66,1512856800,24.33,1512910800,42.66,1512856800,24.33,1512910800,12.05,0.43,1036.6,NA,0.57,6.38,1512853200,2,0.02,2,1512842400,9.98,25.35,2017-12-09T13:00:00Z,42.66,2017-12-09T22:00:00Z,25.35,2017-12-09T13:00:00Z,42.66,2017-12-09T22:00:00Z,NA,NA,NA
2017-12-10T12:00:00Z,Clear throughout the day.,clear-day,2017-12-10T14:40:10Z,2017-12-11T00:02:02Z,0.76,0,0,NA,0,42.94,1512939600,26.24,1513004400,42.94,1512939600,26.24,1513004400,10.09,0.39,1028.55,80.58,0.53,6.01,1512946800,349,0.06,2,1512928800,10,24.33,2017-12-10T13:00:00Z,42.94,2017-12-10T21:00:00Z,24.33,2017-12-10T13:00:00Z,42.94,2017-12-10T21:00:00Z,NA,NA,NA
2017-12-11T12:00:00Z,Clear throughout the day.,clear-day,2017-12-11T14:40:57Z,2017-12-12T00:02:08Z,0.8,0,0,NA,0,44.21,1513029600,25.91,1513090800,44.21,1513029600,25.91,1513090800,11.42,0.4,1028.13,80.93,0.77,7.17,1513029600,3,0.04,2,1513015200,9.23,26.24,2017-12-11T15:00:00Z,44.21,2017-12-11T22:00:00Z,26.24,2017-12-11T15:00:00Z,44.21,2017-12-11T22:00:00Z,NA,NA,NA
2017-12-12T12:00:00Z,Mostly cloudy overnight.,partly-cloudy-night,2017-12-12T14:41:43Z,2017-12-13T00:02:17Z,0.83,0,0,NA,0,45.36,1513112400,24.5,1513162800,45.36,1513112400,24.5,1513162800,13.68,0.43,1024.74,81.29,0.63,6.06,1513141200,334,0.04,2,1513101600,7.69,25.91,2017-12-12T15:00:00Z,45.36,2017-12-12T21:00:00Z,25.91,2017-12-12T15:00:00Z,45.36,2017-12-12T21:00:00Z,NA,NA,NA
2017-12-13T12:00:00Z,Mostly cloudy throughout the day.,partly-cloudy-day,2017-12-13T14:42:27Z,2017-12-14T00:02:28Z,0.86,0,3e-4,2017-12-13T19:00:00Z,0,37.63,1513198800,29.22,1513263600,37.63,1513198800,29.13,1513227600,16,0.55,1029.72,NA,0.86,10.21,1513231200,318,0.71,2,1513191600,7.01,24.5,2017-12-13T11:00:00Z,37.63,2017-12-13T21:00:00Z,24.5,2017-12-13T11:00:00Z,37.63,2017-12-13T21:00:00Z,NA,NA,NA
2017-12-14T12:00:00Z,Mostly cloudy until afternoon.,partly-cloudy-day,2017-12-14T14:43:09Z,2017-12-15T00:02:41Z,0.89,0,0,NA,0,37.65,1513288800,25.44,1513342800,37.65,1513288800,25.44,1513342800,20.73,0.63,1030.24,NA,0.61,10.65,1513234800,6,0.48,2,1513278000,9.01,29.04,2017-12-15T05:00:00Z,37.65,2017-12-14T22:00:00Z,29.04,2017-12-15T05:00:00Z,37.65,2017-12-14T22:00:00Z,NA,NA,NA
2017-12-15T12:00:00Z,Mostly cloudy in the morning.,partly-cloudy-night,2017-12-15T14:43:50Z,2017-12-16T00:02:57Z,0.92,0,0,NA,0,44.96,1513375200,31.4,1513436400,44.96,1513375200,31.4,1513436400,13.16,0.43,1023.98,82.23,1.05,8.4,1513371600,195,0.26,2,1513364400,9.46,25.44,2017-12-15T13:00:00Z,44.96,2017-12-15T22:00:00Z,25.44,2017-12-15T13:00:00Z,44.96,2017-12-15T22:00:00Z,NA,NA,NA
2017-12-16T12:00:00Z,Mostly cloudy throughout the day.,partly-cloudy-night,2017-12-16T14:44:29Z,2017-12-17T00:03:14Z,0.95,0,3e-4,2017-12-17T00:00:00Z,0,36.67,1513450800,28.1,1513522800,36.67,1513450800,28.1,1513522800,20.74,0.61,1016.43,NA,0.95,12.15,1513461600,309,0.56,2,1513450800,9.06,29.6,2017-12-17T06:00:00Z,36.67,2017-12-16T19:00:00Z,28.5,2017-12-17T02:00:00Z,36.67,2017-12-16T19:00:00Z,NA,NA,NA
2017-12-17T12:00:00Z,Mostly cloudy until evening.,partly-cloudy-day,2017-12-17T14:45:06Z,2017-12-18T00:03:34Z,0.98,1e-4,0.0011,2017-12-17T20:00:00Z,0.09,33.8,1513544400,25.13,1513598400,33.8,1513544400,25.13,1513598400,19.96,0.67,1024.35,NA,0.99,8.59,1513548000,327,0.61,2,1513537200,9.95,25.87,2017-12-18T06:00:00Z,33.8,2017-12-17T21:00:00Z,25.87,2017-12-18T06:00:00Z,33.8,2017-12-17T21:00:00Z,0.021,snow,NA
2017-12-18T12:00:00Z,Partly cloudy in the morning.,partly-cloudy-day,2017-12-18T14:45:42Z,2017-12-19T00:03:56Z,0.02,0,0,NA,0,40.75,1513634400,28.47,1513695600,40.75,1513634400,28.47,1513695600,19.36,0.61,1026.06,83.05,0.5,7.74,1513627200,221,0.11,2,1513623600,10,25.13,2017-12-18T12:00:00Z,40.75,2017-12-18T22:00:00Z,25.13,2017-12-18T12:00:00Z,40.75,2017-12-18T22:00:00Z,NA,NA,NA
2017-12-19T12:00:00Z,Mostly cloudy overnight.,partly-cloudy-night,2017-12-19T14:46:15Z,2017-12-20T00:04:20Z,0.05,0,3e-4,2017-12-19T20:00:00Z,0,49.16,1513720800,41.63,1513738800,49.16,1513720800,39.74,1513738800,19.94,0.5,1023.05,83.27,1.87,13.73,1513749600,184,0.14,2,1513710000,10,28.47,2017-12-19T15:00:00Z,49.16,2017-12-19T22:00:00Z,28.47,2017-12-19T15:00:00Z,49.16,2017-12-19T22:00:00Z,NA,NA,NA
2017-12-20T12:00:00Z,Mostly cloudy throughout the day.,partly-cloudy-day,2017-12-20T14:46:47Z,2017-12-21T00:04:46Z,0.08,1e-4,9e-4,2017-12-21T03:00:00Z,0.01,48.91,1513796400,24.35,1513864800,45.63,1513796400,17.14,1513868400,18,0.43,1012.86,NA,2.27,21.78,1513807200,224,0.79,2,1513796400,9.11,26.66,2017-12-21T06:00:00Z,48.91,2017-12-20T19:00:00Z,21.57,2017-12-21T06:00:00Z,45.63,2017-12-20T19:00:00Z,NA,rain,NA
2017-12-21T12:00:00Z,Mostly cloudy until afternoon.,partly-cloudy-day,2017-12-21T14:47:16Z,2017-12-22T00:05:14Z,0.11,1e-4,8e-4,2017-12-21T21:00:00Z,0.08,31.15,1513893600,18.17,1513951200,30.54,1513897200,18.17,1513951200,14.41,0.61,1018.22,NA,2.95,17.01,1513872000,342,0.46,2,1513882800,9.64,21.42,2017-12-22T06:00:00Z,31.15,2017-12-21T22:00:00Z,17.14,2017-12-21T15:00:00Z,30.54,2017-12-21T23:00:00Z,0.025,snow,NA
2017-12-22T12:00:00Z,Mostly cloudy starting in the afternoon.,partly-cloudy-night,2017-12-22T14:47:44Z,2017-12-23T00:05:44Z,0.14,0,3e-4,2017-12-22T21:00:00Z,0,35.1,1513980000,32.68,1514008800,35.1,1513980000,32.68,1514008800,10.63,0.51,1027.9,NA,1.64,12.65,1513976400,190,0.34,2,1513969200,9.99,18.17,2017-12-22T14:00:00Z,35.1,2017-12-22T22:00:00Z,18.17,2017-12-22T14:00:00Z,35.1,2017-12-22T22:00:00Z,NA,NA,NA
2017-12-23T12:00:00Z,Overcast until evening.,cloudy,2017-12-23T14:48:10Z,2017-12-24T00:06:16Z,0.17,3e-4,0.0032,2017-12-23T22:00:00Z,0.27,39.24,1514055600,19.53,1514124000,39.24,1514055600,19.53,1514124000,20.7,0.57,1023.74,NA,2.15,19.79,1514080800,281,0.78,2,1514055600,8.89,25.8,2017-12-24T06:00:00Z,39.24,2017-12-23T19:00:00Z,24.31,2017-12-24T05:00:00Z,39.24,2017-12-23T19:00:00Z,0.056,snow,NA
2017-12-24T12:00:00Z,Partly cloudy in the morning.,partly-cloudy-day,2017-12-24T14:48:33Z,2017-12-25T00:06:50Z,0.2,0,4e-4,2017-12-25T04:00:00Z,0,33.9,1514152800,30.86,1514170800,33.9,1514152800,30.86,1514170800,14.87,0.6,1029.48,NA,0.86,9.17,1514098800,202,0.48,2,1514142000,8.94,19.53,2017-12-24T14:00:00Z,33.9,2017-12-24T22:00:00Z,19.53,2017-12-24T14:00:00Z,33.9,2017-12-24T22:00:00Z,NA,NA,NA
